f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22
19.12329623,0.730804963,2.911539287,2.911539287,817.174171,80.73932244,0.578232947,1.374859882,5.006192463,2.983951786,2.976140728,2.064351852,19.22197806,14.41613044,43.63014864,4.484947102,0.730804963,1.583840105,-1.725982656,2.647704663,3.187389917,3.239030324
19.44662364,0.43818743,2.964594284,2.964594284,556.9709936,59.06294389,0.375732635,1.722496645,3.884051063,3.071586103,3.068379162,2.319659559,19.41869455,14.94252089,49.31553191,3.57077267,0.43818743,1.188556227,-1.892403512,2.566387512,3.208922679,3.243370334
18.08083302,0.450269672,3.002427482,3.002427482,754.2784825,74.20008566,0.36519672,1.70069188,4.030240466,3.080241068,3.075908935,2.316096147,18.06587955,14.1296156,44.68306337,3.721717222,0.450269672,1.157630981,-2.030950282,2.661799521,3.210335371,3.243225917
18.97128694,0.484795486,3.013087239,3.013087239,889.4507108,87.58818136,0.387158623,1.747897263,4.05550137,3.07122706,3.066184375,2.357374673,18.97618467,14.37519953,47.64977303,3.732091632,0.484795486,1.20370838,-1.987864822,2.642452357,3.208031679,3.242715377
14.65991084,0.504534543,2.764218938,2.764218938,236.1483543,27.7257702,0.405684936,1.878099956,3.549430887,3.061028651,3.056718336,2.441891134,14.70110819,13.11355063,36.38669456,3.214919103,0.504534543,1.245803181,-1.706854884,2.375387156,3.205952608,3.24246225
18.13316498,0.352971069,3.04677549,3.04677549,807.3504111,79.42990853,0.260771293,2.091310573,3.21299522,3.133088992,3.128834331,2.593323669,18.07424362,14.19225589,49.54613303,2.987032702,0.352971069,0.902236133,-2.219565347,2.599931557,3.222003987,3.24474803
17.47032205,0.486603691,2.980345581,2.980345581,690.5146676,72.16600699,0.390644095,1.84720493,3.773795947,3.069394563,3.064273912,2.425646901,17.49650749,13.86537598,44.42495786,3.478604057,0.486603691,1.201617464,-1.951976794,2.562093599,3.207630369,3.242679946
19.20168194,0.404096521,3.025182605,3.025182605,808.0918016,80.65683648,0.315815563,1.940551027,3.544150749,3.104956587,3.100920314,2.490089163,19.16054564,14.64104315,51.02687674,3.272262006,0.404096521,1.044767063,-2.053579438,2.584268899,3.215845454,3.243954959
17.95322048,0.428974935,3.062132418,3.062132418,1107.895655,104.6584977,0.316348672,1.788219938,3.786529056,3.108214865,3.10308829,2.367851353,17.95069282,13.71347425,46.3350072,3.522864942,0.428974935,1.039597046,-2.197393539,2.706512663,3.216043809,3.243620241
18.03629349,0.350115351,2.983210978,2.983210978,485.790565,52.82103765,0.269806086,2.106104965,3.113595358,3.12570507,3.122911779,2.59962433,17.97860991,14.45944632,49.4030244,2.882629827,0.350115351,0.935644424,-2.055700119,2.490299413,3.220842226,3.244811983
